X,Y,id,left,top,right,bottom,row_index,col_index
10.125,42.875,15514,10.125,42.875,10.25,43,25,121
10.125,42.625,15516,10.125,42.625,10.25,42.75,27,121
10.125,42.5,15517,10.125,42.5,10.25,42.625,28,121
10.125,42.375,15518,10.125,42.375,10.25,42.5,29,121
10.125,42.25,15519,10.125,42.25,10.25,42.375,30,121
10.25,43.75,15635,10.25,43.75,10.375,43.875,18,122
10.25,43.625,15636,10.25,43.625,10.375,43.75,19,122
10.25,43.5,15637,10.25,43.5,10.375,43.625,20,122
10.25,43.375,15638,10.25,43.375,10.375,43.5,21,122
10.25,43.25,15639,10.25,43.25,10.375,43.375,22,122
10.25,43.125,15640,10.25,43.125,10.375,43.25,23,122
10.25,43.0,15641,10.25,43,10.375,43.125,24,122
10.25,42.875,15642,10.25,42.875,10.375,43,25,122
10.25,42.625,15644,10.25,42.625,10.375,42.75,27,122
10.25,42.5,15645,10.25,42.5,10.375,42.625,28,122
10.25,42.375,15646,10.25,42.375,10.375,42.5,29,122
10.25,42.25,15647,10.25,42.25,10.375,42.375,30,122
10.25,42.125,15648,10.25,42.125,10.375,42.25,31,122
10.375,43.375,15766,10.375,43.375,10.5,43.5,21,123
10.375,43.25,15767,10.375,43.25,10.5,43.375,22,123
10.375,43.125,15768,10.375,43.125,10.5,43.25,23,123
10.375,43.0,15769,10.375,43,10.5,43.125,24,123
10.375,42.875,15770,10.375,42.875,10.5,43,25,123
10.375,42.625,15772,10.375,42.625,10.5,42.75,27,123
10.375,42.5,15773,10.375,42.5,10.5,42.625,28,123
10.375,42.375,15774,10.375,42.375,10.5,42.5,29,123
10.375,42.25,15775,10.375,42.25,10.5,42.375,30,123
10.375,42.125,15776,10.375,42.125,10.5,42.25,31,123
10.5,43.25,15895,10.5,43.25,10.625,43.375,22,124
10.5,43.125,15896,10.5,43.125,10.625,43.25,23,124
10.5,43.0,15897,10.5,43,10.625,43.125,24,124
10.5,42.875,15898,10.5,42.875,10.625,43,25,124
10.5,42.75,15899,10.5,42.75,10.625,42.875,26,124
10.5,42.625,15900,10.5,42.625,10.625,42.75,27,124
10.5,42.5,15901,10.5,42.5,10.625,42.625,28,124
10.5,42.375,15902,10.5,42.375,10.625,42.5,29,124
10.5,42.25,15903,10.5,42.25,10.625,42.375,30,124
10.5,42.125,15904,10.5,42.125,10.625,42.25,31,124
10.625,42.875,16026,10.625,42.875,10.75,43,25,125
10.625,42.75,16027,10.625,42.75,10.75,42.875,26,125
10.625,42.625,16028,10.625,42.625,10.75,42.75,27,125
10.625,42.5,16029,10.625,42.5,10.75,42.625,28,125
10.625,42.375,16030,10.625,42.375,10.75,42.5,29,125
10.625,42.25,16031,10.625,42.25,10.75,42.375,30,125
10.625,42.125,16032,10.625,42.125,10.75,42.25,31,125
10.75,42.875,16154,10.75,42.875,10.875,43,25,126
10.75,42.75,16155,10.75,42.75,10.875,42.875,26,126
10.75,42.625,16156,10.75,42.625,10.875,42.75,27,126
10.75,42.5,16157,10.75,42.5,10.875,42.625,28,126
10.75,42.375,16158,10.75,42.375,10.875,42.5,29,126
10.75,42.25,16159,10.75,42.25,10.875,42.375,30,126
10.75,42.125,16160,10.75,42.125,10.875,42.25,31,126
10.875,42.75,16283,10.875,42.75,11,42.875,26,127
10.875,42.625,16284,10.875,42.625,11,42.75,27,127
10.875,42.5,16285,10.875,42.5,11,42.625,28,127
10.875,42.375,16286,10.875,42.375,11,42.5,29,127
10.875,42.25,16287,10.875,42.25,11,42.375,30,127
10.875,42.125,16288,10.875,42.125,11,42.25,31,127
11.0,42.625,16412,11,42.625,11.125,42.75,27,128
11.0,42.5,16413,11,42.5,11.125,42.625,28,128
11.0,42.375,16414,11,42.375,11.125,42.5,29,128
11.0,42.25,16415,11,42.25,11.125,42.375,30,128
11.0,42.125,16416,11,42.125,11.125,42.25,31,128
11.125,42.5,16541,11.125,42.5,11.25,42.625,28,129
11.125,42.375,16542,11.125,42.375,11.25,42.5,29,129
11.125,42.25,16543,11.125,42.25,11.25,42.375,30,129
11.125,42.125,16544,11.125,42.125,11.25,42.25,31,129
11.25,42.375,16670,11.25,42.375,11.375,42.5,29,130
11.25,42.25,16671,11.25,42.25,11.375,42.375,30,130
11.25,42.125,16672,11.25,42.125,11.375,42.25,31,130
11.25,42.0,16673,11.25,42,11.375,42.125,32,130
11.375,42.375,16798,11.375,42.375,11.5,42.5,29,131
11.375,42.25,16799,11.375,42.25,11.5,42.375,30,131
11.375,42.125,16800,11.375,42.125,11.5,42.25,31,131
11.375,42.0,16801,11.375,42,11.5,42.125,32,131
11.5,42.25,16927,11.5,42.25,11.625,42.375,30,132
11.5,42.125,16928,11.5,42.125,11.625,42.25,31,132
11.5,42.0,16929,11.5,42,11.625,42.125,32,132
11.625,42.25,17055,11.625,42.25,11.75,42.375,30,133
11.625,42.125,17056,11.625,42.125,11.75,42.25,31,133
11.625,42.0,17057,11.625,42,11.75,42.125,32,133
11.75,42.125,17184,11.75,42.125,11.875,42.25,31,134
11.75,42.0,17185,11.75,42,11.875,42.125,32,134
11.75,41.875,17186,11.75,41.875,11.875,42,33,134
11.875,42.0,17313,11.875,42,12,42.125,32,135
11.875,41.875,17314,11.875,41.875,12,42,33,135
11.875,41.75,17315,11.875,41.75,12,41.875,34,135
11.875,38.125,17344,11.875,38.125,12,38.25,63,135
11.875,38.0,17345,11.875,38,12,38.125,64,135
11.875,37.875,17346,11.875,37.875,12,38,65,135
12.0,41.875,17442,12,41.875,12.125,42,33,136
12.0,41.75,17443,12,41.75,12.125,41.875,34,136
12.0,38.125,17472,12,38.125,12.125,38.25,63,136
12,38,17473,12,38,12.125,38.125,64,136
12.0,37.875,17474,12,37.875,12.125,38,65,136
12.125,41.875,17570,12.125,41.875,12.25,42,33,137
12.125,41.75,17571,12.125,41.75,12.25,41.875,34,137
12.125,41.625,17572,12.125,41.625,12.25,41.75,35,137
12.125,38.125,17600,12.125,38.125,12.25,38.25,63,137
12.125,38.0,17601,12.125,38,12.25,38.125,64,137
12.125,37.875,17602,12.125,37.875,12.25,38,65,137
12.25,41.625,17700,12.25,41.625,12.375,41.75,35,138
12.25,41.5,17701,12.25,41.5,12.375,41.625,36,138
12.25,38.125,17728,12.25,38.125,12.375,38.25,63,138
12.25,38.0,17729,12.25,38,12.375,38.125,64,138
12.25,37.875,17730,12.25,37.875,12.375,38,65,138
12.375,41.625,17828,12.375,41.625,12.5,41.75,35,139
12.375,41.5,17829,12.375,41.5,12.5,41.625,36,139
12.375,41.375,17830,12.375,41.375,12.5,41.5,37,139
12.375,38.125,17856,12.375,38.125,12.5,38.25,63,139
12.375,38.0,17857,12.375,38,12.5,38.125,64,139
12.375,37.875,17858,12.375,37.875,12.5,38,65,139
12.5,41.5,17957,12.5,41.5,12.625,41.625,36,140
12.5,41.375,17958,12.5,41.375,12.625,41.5,37,140
12.5,41.25,17959,12.5,41.25,12.625,41.375,38,140
12.5,41.125,17960,12.5,41.125,12.625,41.25,39,140
12.5,38.25,17983,12.5,38.25,12.625,38.375,62,140
12.5,38.125,17984,12.5,38.125,12.625,38.25,63,140
12.5,38.0,17985,12.5,38,12.625,38.125,64,140
12.625,41.375,18086,12.625,41.375,12.75,41.5,37,141
12.625,41.25,18087,12.625,41.25,12.75,41.375,38,141
12.625,41.125,18088,12.625,41.125,12.75,41.25,39,141
12.625,41.0,18089,12.625,41,12.75,41.125,40,141
12.625,40.875,18090,12.625,40.875,12.75,41,41,141
12.625,38.25,18111,12.625,38.25,12.75,38.375,62,141
12.625,38.125,18112,12.625,38.125,12.75,38.25,63,141
12.75,44.0,18193,12.75,44,12.875,44.125,16,142
12.75,41.375,18214,12.75,41.375,12.875,41.5,37,142
12.75,41.25,18215,12.75,41.25,12.875,41.375,38,142
12.75,41.125,18216,12.75,41.125,12.875,41.25,39,142
12.75,41.0,18217,12.75,41,12.875,41.125,40,142
12.75,40.875,18218,12.75,40.875,12.875,41,41,142
12.75,40.75,18219,12.75,40.75,12.875,40.875,42,142
12.75,38.375,18238,12.75,38.375,12.875,38.5,61,142
12.75,38.25,18239,12.75,38.25,12.875,38.375,62,142
12.875,44.0,18321,12.875,44,13,44.125,16,143
12.875,41.375,18342,12.875,41.375,13,41.5,37,143
12.875,41.25,18343,12.875,41.25,13,41.375,38,143
12.875,41.125,18344,12.875,41.125,13,41.25,39,143
12.875,41.0,18345,12.875,41,13,41.125,40,143
12.875,40.875,18346,12.875,40.875,13,41,41,143
12.875,40.75,18347,12.875,40.75,13,40.875,42,143
12.875,38.375,18366,12.875,38.375,13,38.5,61,143
12.875,38.25,18367,12.875,38.25,13,38.375,62,143
12.875,38.125,18368,12.875,38.125,13,38.25,63,143
13,44,18449,13,44,13.125,44.125,16,144
13.0,43.875,18450,13,43.875,13.125,44,17,144
13.0,41.25,18471,13,41.25,13.125,41.375,38,144
13.0,41.125,18472,13,41.125,13.125,41.25,39,144
13,41,18473,13,41,13.125,41.125,40,144
13.0,40.875,18474,13,40.875,13.125,41,41,144
13.0,40.75,18475,13,40.75,13.125,40.875,42,144
13.0,38.75,18491,13,38.75,13.125,38.875,58,144
13.0,38.625,18492,13,38.625,13.125,38.75,59,144
13.0,38.375,18494,13,38.375,13.125,38.5,61,144
13.0,38.25,18495,13,38.25,13.125,38.375,62,144
13.0,38.125,18496,13,38.125,13.125,38.25,63,144
13.125,44.0,18577,13.125,44,13.25,44.125,16,145
13.125,43.875,18578,13.125,43.875,13.25,44,17,145
13.125,41.25,18599,13.125,41.25,13.25,41.375,38,145
13.125,41.125,18600,13.125,41.125,13.25,41.25,39,145
13.125,41.0,18601,13.125,41,13.25,41.125,40,145
13.125,40.875,18602,13.125,40.875,13.25,41,41,145
13.125,40.75,18603,13.125,40.75,13.25,40.875,42,145
13.125,38.875,18618,13.125,38.875,13.25,39,57,145
13.125,38.75,18619,13.125,38.75,13.25,38.875,58,145
13.125,38.625,18620,13.125,38.625,13.25,38.75,59,145
13.125,38.5,18621,13.125,38.5,13.25,38.625,60,145
13.125,38.375,18622,13.125,38.375,13.25,38.5,61,145
13.125,38.25,18623,13.125,38.25,13.25,38.375,62,145
13.25,43.875,18706,13.25,43.875,13.375,44,17,146
13.25,43.75,18707,13.25,43.75,13.375,43.875,18,146
13.25,41.25,18727,13.25,41.25,13.375,41.375,38,146
13.25,41.125,18728,13.25,41.125,13.375,41.25,39,146
13.25,41.0,18729,13.25,41,13.375,41.125,40,146
13.25,40.875,18730,13.25,40.875,13.375,41,41,146
13.25,40.75,18731,13.25,40.75,13.375,40.875,42,146
13.25,40.625,18732,13.25,40.625,13.375,40.75,43,146
13.25,38.875,18746,13.25,38.875,13.375,39,57,146
13.25,38.75,18747,13.25,38.75,13.375,38.875,58,146
13.25,38.625,18748,13.25,38.625,13.375,38.75,59,146
13.25,38.5,18749,13.25,38.5,13.375,38.625,60,146
13.25,38.375,18750,13.25,38.375,13.375,38.5,61,146
13.25,38.25,18751,13.25,38.25,13.375,38.375,62,146
13.375,43.875,18834,13.375,43.875,13.5,44,17,147
13.375,43.75,18835,13.375,43.75,13.5,43.875,18,147
13.375,41.25,18855,13.375,41.25,13.5,41.375,38,147
13.375,41.125,18856,13.375,41.125,13.5,41.25,39,147
13.375,41.0,18857,13.375,41,13.5,41.125,40,147
13.375,40.875,18858,13.375,40.875,13.5,41,41,147
13.375,40.75,18859,13.375,40.75,13.5,40.875,42,147
13.375,40.625,18860,13.375,40.625,13.5,40.75,43,147
13.375,38.75,18875,13.375,38.75,13.5,38.875,58,147
13.375,38.625,18876,13.375,38.625,13.5,38.75,59,147
13.375,38.375,18878,13.375,38.375,13.5,38.5,61,147
13.375,38.25,18879,13.375,38.25,13.5,38.375,62,147
13.375,38.125,18880,13.375,38.125,13.5,38.25,63,147
13.5,43.75,18963,13.5,43.75,13.625,43.875,18,148
13.5,41.125,18984,13.5,41.125,13.625,41.25,39,148
13.5,41.0,18985,13.5,41,13.625,41.125,40,148
13.5,40.875,18986,13.5,40.875,13.625,41,41,148
13.5,40.75,18987,13.5,40.75,13.625,40.875,42,148
13.5,40.625,18988,13.5,40.625,13.625,40.75,43,148
13.5,38.25,19007,13.5,38.25,13.625,38.375,62,148
13.5,38.125,19008,13.5,38.125,13.625,38.25,63,148
13.625,43.75,19091,13.625,43.75,13.75,43.875,18,149
13.625,43.625,19092,13.625,43.625,13.75,43.75,19,149
13.625,43.5,19093,13.625,43.5,13.75,43.625,20,149
13.625,41.25,19111,13.625,41.25,13.75,41.375,38,149
13.625,41.125,19112,13.625,41.125,13.75,41.25,39,149
13.625,41.0,19113,13.625,41,13.75,41.125,40,149
13.625,40.875,19114,13.625,40.875,13.75,41,41,149
13.625,40.75,19115,13.625,40.75,13.75,40.875,42,149
13.625,40.625,19116,13.625,40.625,13.75,40.75,43,149
13.625,38.25,19135,13.625,38.25,13.75,38.375,62,149
13.625,38.125,19136,13.625,38.125,13.75,38.25,63,149
13.75,43.625,19220,13.75,43.625,13.875,43.75,19,150
13.75,43.5,19221,13.75,43.5,13.875,43.625,20,150
13.75,43.375,19222,13.75,43.375,13.875,43.5,21,150
13.75,41.125,19240,13.75,41.125,13.875,41.25,39,150
13.75,41.0,19241,13.75,41,13.875,41.125,40,150
13.75,40.875,19242,13.75,40.875,13.875,41,41,150
13.75,40.75,19243,13.75,40.75,13.875,40.875,42,150
13.75,40.625,19244,13.75,40.625,13.875,40.75,43,150
13.75,38.25,19263,13.75,38.25,13.875,38.375,62,150
13.75,38.125,19264,13.75,38.125,13.875,38.25,63,150
13.75,38.0,19265,13.75,38,13.875,38.125,64,150
13.875,43.625,19348,13.875,43.625,14,43.75,19,151
13.875,43.5,19349,13.875,43.5,14,43.625,20,151
13.875,43.375,19350,13.875,43.375,14,43.5,21,151
13.875,43.25,19351,13.875,43.25,14,43.375,22,151
13.875,43.125,19352,13.875,43.125,14,43.25,23,151
13.875,43.0,19353,13.875,43,14,43.125,24,151
13.875,41.0,19369,13.875,41,14,41.125,40,151
13.875,40.875,19370,13.875,40.875,14,41,41,151
13.875,40.625,19372,13.875,40.625,14,40.75,43,151
13.875,40.5,19373,13.875,40.5,14,40.625,44,151
13.875,38.25,19391,13.875,38.25,14,38.375,62,151
13.875,38.125,19392,13.875,38.125,14,38.25,63,151
13.875,38.0,19393,13.875,38,14,38.125,64,151
14.0,43.25,19479,14,43.25,14.125,43.375,22,152
14.0,43.125,19480,14,43.125,14.125,43.25,23,152
14,43,19481,14,43,14.125,43.125,24,152
14.0,42.875,19482,14,42.875,14.125,43,25,152
14.0,42.75,19483,14,42.75,14.125,42.875,26,152
14.0,40.875,19498,14,40.875,14.125,41,41,152
14.0,40.75,19499,14,40.75,14.125,40.875,42,152
14.0,40.625,19500,14,40.625,14.125,40.75,43,152
14.0,40.5,19501,14,40.5,14.125,40.625,44,152
14.0,38.125,19520,14,38.125,14.125,38.25,63,152
14.125,43.0,19609,14.125,43,14.25,43.125,24,153
14.125,42.875,19610,14.125,42.875,14.25,43,25,153
14.125,42.75,19611,14.125,42.75,14.25,42.875,26,153
14.125,42.625,19612,14.125,42.625,14.25,42.75,27,153
14.125,40.75,19627,14.125,40.75,14.25,40.875,42,153
14.125,40.625,19628,14.125,40.625,14.25,40.75,43,153
14.125,40.5,19629,14.125,40.5,14.25,40.625,44,153
14.125,40.375,19630,14.125,40.375,14.25,40.5,45,153
14.125,38.625,19644,14.125,38.625,14.25,38.75,59,153
14.125,38.5,19645,14.125,38.5,14.25,38.625,60,153
14.125,38.25,19647,14.125,38.25,14.25,38.375,62,153
14.125,38.125,19648,14.125,38.125,14.25,38.25,63,153
14.25,42.75,19739,14.25,42.75,14.375,42.875,26,154
14.25,42.625,19740,14.25,42.625,14.375,42.75,27,154
14.25,42.5,19741,14.25,42.5,14.375,42.625,28,154
14.25,40.75,19755,14.25,40.75,14.375,40.875,42,154
14.25,40.625,19756,14.25,40.625,14.375,40.75,43,154
14.25,40.5,19757,14.25,40.5,14.375,40.625,44,154
14.25,40.375,19758,14.25,40.375,14.375,40.5,45,154
14.25,38.625,19772,14.25,38.625,14.375,38.75,59,154
14.25,38.5,19773,14.25,38.5,14.375,38.625,60,154
14.25,38.375,19774,14.25,38.375,14.375,38.5,61,154
14.25,38.25,19775,14.25,38.25,14.375,38.375,62,154
14.25,38.125,19776,14.25,38.125,14.375,38.25,63,154
14.375,42.625,19868,14.375,42.625,14.5,42.75,27,155
14.375,42.5,19869,14.375,42.5,14.5,42.625,28,155
14.375,40.75,19883,14.375,40.75,14.5,40.875,42,155
14.375,40.5,19885,14.375,40.5,14.5,40.625,44,155
14.375,40.375,19886,14.375,40.375,14.5,40.5,45,155
14.375,40.25,19887,14.375,40.25,14.5,40.375,46,155
14.375,38.75,19899,14.375,38.75,14.5,38.875,58,155
14.375,38.625,19900,14.375,38.625,14.5,38.75,59,155
14.375,38.5,19901,14.375,38.5,14.5,38.625,60,155
14.375,38.375,19902,14.375,38.375,14.5,38.5,61,155
14.375,38.25,19903,14.375,38.25,14.5,38.375,62,155
14.375,38.125,19904,14.375,38.125,14.5,38.25,63,155
14.5,42.5,19997,14.5,42.5,14.625,42.625,28,156
14.5,42.375,19998,14.5,42.375,14.625,42.5,29,156
14.5,40.5,20013,14.5,40.5,14.625,40.625,44,156
14.5,40.375,20014,14.5,40.375,14.625,40.5,45,156
14.5,40.25,20015,14.5,40.25,14.625,40.375,46,156
14.5,38.75,20027,14.5,38.75,14.625,38.875,58,156
14.5,38.625,20028,14.5,38.625,14.625,38.75,59,156
14.5,38.5,20029,14.5,38.5,14.625,38.625,60,156
14.5,38.375,20030,14.5,38.375,14.625,38.5,61,156
14.5,38.25,20031,14.5,38.25,14.625,38.375,62,156
14.5,38.125,20032,14.5,38.125,14.625,38.25,63,156
14.625,42.375,20126,14.625,42.375,14.75,42.5,29,157
14.625,42.25,20127,14.625,42.25,14.75,42.375,30,157
14.625,40.625,20140,14.625,40.625,14.75,40.75,43,157
14.625,40.5,20141,14.625,40.5,14.75,40.625,44,157
14.625,40.375,20142,14.625,40.375,14.75,40.5,45,157
14.625,40.25,20143,14.625,40.25,14.75,40.375,46,157
14.625,38.75,20155,14.625,38.75,14.75,38.875,58,157
14.625,38.625,20156,14.625,38.625,14.75,38.75,59,157
14.625,38.5,20157,14.625,38.5,14.75,38.625,60,157
14.625,38.375,20158,14.625,38.375,14.75,38.5,61,157
14.625,38.25,20159,14.625,38.25,14.75,38.375,62,157
14.625,38.125,20160,14.625,38.125,14.75,38.25,63,157
14.75,44.0,20241,14.75,44,14.875,44.125,16,158
14.75,42.375,20254,14.75,42.375,14.875,42.5,29,158
14.75,42.25,20255,14.75,42.25,14.875,42.375,30,158
14.75,42.125,20256,14.75,42.125,14.875,42.25,31,158
14.75,40.625,20268,14.75,40.625,14.875,40.75,43,158
14.75,40.5,20269,14.75,40.5,14.875,40.625,44,158
14.75,40.375,20270,14.75,40.375,14.875,40.5,45,158
14.75,40.25,20271,14.75,40.25,14.875,40.375,46,158
14.75,40.125,20272,14.75,40.125,14.875,40.25,47,158
14.75,38.75,20283,14.75,38.75,14.875,38.875,58,158
14.75,38.625,20284,14.75,38.625,14.875,38.75,59,158
14.75,38.5,20285,14.75,38.5,14.875,38.625,60,158
14.75,38.375,20286,14.75,38.375,14.875,38.5,61,158
14.75,38.25,20287,14.75,38.25,14.875,38.375,62,158
14.875,44.0,20369,14.875,44,15,44.125,16,159
14.875,43.875,20370,14.875,43.875,15,44,17,159
14.875,42.25,20383,14.875,42.25,15,42.375,30,159
14.875,42.125,20384,14.875,42.125,15,42.25,31,159
14.875,40.5,20397,14.875,40.5,15,40.625,44,159
14.875,40.375,20398,14.875,40.375,15,40.5,45,159
14.875,40.25,20399,14.875,40.25,15,40.375,46,159
14.875,40.125,20400,14.875,40.125,15,40.25,47,159
14.875,38.75,20411,14.875,38.75,15,38.875,58,159
14.875,38.625,20412,14.875,38.625,15,38.75,59,159
14.875,38.5,20413,14.875,38.5,15,38.625,60,159
14.875,38.375,20414,14.875,38.375,15,38.5,61,159
14.875,38.25,20415,14.875,38.25,15,38.375,62,159
15,44,20497,15,44,15.125,44.125,16,160
15.0,43.875,20498,15,43.875,15.125,44,17,160
15.0,43.75,20499,15,43.75,15.125,43.875,18,160
15.0,42.25,20511,15,42.25,15.125,42.375,30,160
15.0,42.125,20512,15,42.125,15.125,42.25,31,160
15,42,20513,15,42,15.125,42.125,32,160
15.0,40.125,20528,15,40.125,15.125,40.25,47,160
15,40,20529,15,40,15.125,40.125,48,160
15.0,38.875,20538,15,38.875,15.125,39,57,160
15.0,38.75,20539,15,38.75,15.125,38.875,58,160
15.0,38.625,20540,15,38.625,15.125,38.75,59,160
15.0,38.5,20541,15,38.5,15.125,38.625,60,160
15.0,38.25,20543,15,38.25,15.125,38.375,62,160
15.125,44.0,20625,15.125,44,15.25,44.125,16,161
15.125,43.875,20626,15.125,43.875,15.25,44,17,161
15.125,43.75,20627,15.125,43.75,15.25,43.875,18,161
15.125,43.625,20628,15.125,43.625,15.25,43.75,19,161
15.125,42.125,20640,15.125,42.125,15.25,42.25,31,161
15.125,42.0,20641,15.125,42,15.25,42.125,32,161
15.25,44.0,20753,15.25,44,15.375,44.125,16,162
15.25,43.875,20754,15.25,43.875,15.375,44,17,162
15.25,43.75,20755,15.25,43.75,15.375,43.875,18,162
15.25,43.625,20756,15.25,43.625,15.375,43.75,19,162
15.25,43.125,20760,15.25,43.125,15.375,43.25,23,162
15.25,43.0,20761,15.25,43,15.375,43.125,24,162
15.25,42.25,20767,15.25,42.25,15.375,42.375,30,162
15.25,42.125,20768,15.25,42.125,15.375,42.25,31,162
15.25,42.0,20769,15.25,42,15.375,42.125,32,162
15.375,43.875,20882,15.375,43.875,15.5,44,17,163
15.375,43.625,20884,15.375,43.625,15.5,43.75,19,163
15.375,43.5,20885,15.375,43.5,15.5,43.625,20,163
15.375,43.25,20887,15.375,43.25,15.5,43.375,22,163
15.375,43.125,20888,15.375,43.125,15.5,43.25,23,163
15.375,43.0,20889,15.375,43,15.5,43.125,24,163
15.375,42.25,20895,15.375,42.25,15.5,42.375,30,163
15.375,42.125,20896,15.375,42.125,15.5,42.25,31,163
15.375,42.0,20897,15.375,42,15.5,42.125,32,163
15.5,43.875,21010,15.5,43.875,15.625,44,17,164
15.5,43.75,21011,15.5,43.75,15.625,43.875,18,164
15.5,43.625,21012,15.5,43.625,15.625,43.75,19,164
15.5,43.5,21013,15.5,43.5,15.625,43.625,20,164
15.5,43.25,21015,15.5,43.25,15.625,43.375,22,164
15.5,43.125,21016,15.5,43.125,15.625,43.25,23,164
15.5,43.0,21017,15.5,43,15.625,43.125,24,164
15.5,42.25,21023,15.5,42.25,15.625,42.375,30,164
15.5,42.125,21024,15.5,42.125,15.625,42.25,31,164
15.5,42.0,21025,15.5,42,15.625,42.125,32,164
15.625,43.75,21139,15.625,43.75,15.75,43.875,18,165
15.625,43.625,21140,15.625,43.625,15.75,43.75,19,165
15.625,43.5,21141,15.625,43.5,15.75,43.625,20,165
15.625,43.25,21143,15.625,43.25,15.75,43.375,22,165
15.625,43.125,21144,15.625,43.125,15.75,43.25,23,165
15.625,43.0,21145,15.625,43,15.75,43.125,24,165
15.625,42.875,21146,15.625,42.875,15.75,43,25,165
15.625,42.375,21150,15.625,42.375,15.75,42.5,29,165
15.625,42.25,21151,15.625,42.25,15.75,42.375,30,165
15.625,42.125,21152,15.625,42.125,15.75,42.25,31,165
15.625,42.0,21153,15.625,42,15.75,42.125,32,165
15.75,43.75,21267,15.75,43.75,15.875,43.875,18,166
15.75,43.625,21268,15.75,43.625,15.875,43.75,19,166
15.75,43.5,21269,15.75,43.5,15.875,43.625,20,166
15.75,43.375,21270,15.75,43.375,15.875,43.5,21,166
15.75,43.125,21272,15.75,43.125,15.875,43.25,23,166
15.75,43.0,21273,15.75,43,15.875,43.125,24,166
15.75,42.875,21274,15.75,42.875,15.875,43,25,166
15.75,42.375,21278,15.75,42.375,15.875,42.5,29,166
15.75,42.25,21279,15.75,42.25,15.875,42.375,30,166
15.75,42.125,21280,15.75,42.125,15.875,42.25,31,166
15.75,42.0,21281,15.75,42,15.875,42.125,32,166
15.875,43.625,21396,15.875,43.625,16,43.75,19,167
15.875,43.5,21397,15.875,43.5,16,43.625,20,167
15.875,43.375,21398,15.875,43.375,16,43.5,21,167
15.875,43.125,21400,15.875,43.125,16,43.25,23,167
15.875,43.0,21401,15.875,43,16,43.125,24,167
15.875,42.875,21402,15.875,42.875,16,43,25,167
15.875,42.375,21406,15.875,42.375,16,42.5,29,167
15.875,42.25,21407,15.875,42.25,16,42.375,30,167
15.875,42.125,21408,15.875,42.125,16,42.25,31,167
15.875,42.0,21409,15.875,42,16,42.125,32,167
16.0,43.375,21526,16,43.375,16.125,43.5,21,168
16.0,43.25,21527,16,43.25,16.125,43.375,22,168
16.0,43.125,21528,16,43.125,16.125,43.25,23,168
16,43,21529,16,43,16.125,43.125,24,168
16.0,42.875,21530,16,42.875,16.125,43,25,168
16.0,42.25,21535,16,42.25,16.125,42.375,30,168
16.0,42.125,21536,16,42.125,16.125,42.25,31,168
16,42,21537,16,42,16.125,42.125,32,168
16.0,41.625,21540,16,41.625,16.125,41.75,35,168
16.0,41.5,21541,16,41.5,16.125,41.625,36,168
16.125,43.375,21654,16.125,43.375,16.25,43.5,21,169
16.125,43.25,21655,16.125,43.25,16.25,43.375,22,169
16.125,43.125,21656,16.125,43.125,16.25,43.25,23,169
16.125,43.0,21657,16.125,43,16.25,43.125,24,169
16.125,42.875,21658,16.125,42.875,16.25,43,25,169
16.125,42.5,21661,16.125,42.5,16.25,42.625,28,169
16.125,42.375,21662,16.125,42.375,16.25,42.5,29,169
16.125,42.125,21664,16.125,42.125,16.25,42.25,31,169
16.125,42.0,21665,16.125,42,16.25,42.125,32,169
16.125,41.625,21668,16.125,41.625,16.25,41.75,35,169
16.125,41.5,21669,16.125,41.5,16.25,41.625,36,169
12.25,45.25,17671,12.25,45.25,12.375,45.375,6,138
12.25,44.75,17675,12.25,44.75,12.375,44.875,10,138
12.375,45.5,17797,12.375,45.5,12.5,45.625,4,139
12.375,45.375,17798,12.375,45.375,12.5,45.5,5,139
12.375,45.25,17799,12.375,45.25,12.5,45.375,6,139
12.375,45.125,17800,12.375,45.125,12.5,45.25,7,139
12.375,44.75,17803,12.375,44.75,12.5,44.875,10,139
12.375,44.625,17804,12.375,44.625,12.5,44.75,11,139
12.375,44.5,17805,12.375,44.5,12.5,44.625,12,139
12.375,44.375,17806,12.375,44.375,12.5,44.5,13,139
12.375,44.25,17807,12.375,44.25,12.5,44.375,14,139
12.5,45.5,17925,12.5,45.5,12.625,45.625,4,140
12.5,45.375,17926,12.5,45.375,12.625,45.5,5,140
12.5,45.25,17927,12.5,45.25,12.625,45.375,6,140
12.5,45.125,17928,12.5,45.125,12.625,45.25,7,140
12.5,45.0,17929,12.5,45,12.625,45.125,8,140
12.5,44.875,17930,12.5,44.875,12.625,45,9,140
12.5,44.75,17931,12.5,44.75,12.625,44.875,10,140
12.5,44.625,17932,12.5,44.625,12.625,44.75,11,140
12.5,44.5,17933,12.5,44.5,12.625,44.625,12,140
12.5,44.375,17934,12.5,44.375,12.625,44.5,13,140
12.5,44.25,17935,12.5,44.25,12.625,44.375,14,140
12.5,44.125,17936,12.5,44.125,12.625,44.25,15,140
12.625,45.375,18054,12.625,45.375,12.75,45.5,5,141
12.625,45.25,18055,12.625,45.25,12.75,45.375,6,141
12.625,45.125,18056,12.625,45.125,12.75,45.25,7,141
12.625,45.0,18057,12.625,45,12.75,45.125,8,141
12.625,44.875,18058,12.625,44.875,12.75,45,9,141
12.625,44.75,18059,12.625,44.75,12.75,44.875,10,141
12.625,44.25,18063,12.625,44.25,12.75,44.375,14,141
